ticker,RMSE,Corr,dR2_best_minus_FF3,n
NVDA,0.035200151488368595,-0.04245631540427791,0.00949571377933034,964
TSLA,0.040153026667020884,-0.05259184534605576,0.01999691989724195,964
JPM,0.01582299879100356,-0.011348394513271756,0.021027411980848454,964
